"","Name","Rating","latitude","longitude","price","review_count","categories"
"68","Conservatory",4.5,29.76038,-95.36162,"$$",408,"Food Court Beer Gardens"
"69","A 2nd Cup",4.5,29.79107,-95.386608,"$",330,"Coffee & Tea Cafes"
"70","Pappa Geno's",4.5,29.80202,-95.43037,"$",532,"Sandwiches Cheesesteaks Burgers"
"71","Wooster's Garden",4.5,29.7414294032242,-95.3795076380634,"$$",454,"Cocktail Bars Beer Gardens"
"72","Flying Saucer Draught Emporium",4,29.75882,-95.36315,"$$",668,"Venues & Event Spaces Gastropubs"
"73","Little Matt's",4.5,29.71587,-95.43353,"$$",384,"Tex-Mex Burgers Sandwiches"
"74","Brennan's of Houston",4,29.7429008483887,-95.3814392089844,"$$$",638,"Cajun/Creole Steakhouses American (Traditional)"
"75","Truluck's",4,29.7402018410924,-95.4699522711639,"$$$",646,"Seafood Steakhouses"
"76","Hughie's",4,29.80131,-95.4317,"$$",629,"Vietnamese Gastropubs American (New)"
"77","Urban Eats",4,29.7695392518322,-95.3949268650834,"$$",807,"American (New) Bakeries Coffee & Tea"
"78","Catalina Coffee",4,29.76788,-95.380766,"$",640,"Coffee & Tea"
"79","The Hot Bagel Shop",4.5,29.747719835001,-95.4103392342872,"$",494,"Bakeries Sandwiches Bagels"
"80","Pepper Twins",4,29.74806,-95.38634,"$$",558,"Szechuan"
"81","The Blue Fish On Washington",4,29.7714194956363,-95.4208760152766,"$$",702,"Sushi Bars Japanese Asian Fusion"
"82","Blacksmith",4,29.7447567215738,-95.3925544023514,"$$",706,"Coffee & Tea Breakfast & Brunch"
"83","Bubba's Texas Burger Shack",4,29.7259695179953,-95.4668481174935,"$",681,"Burgers"
"84","Steel City Pops",4.5,29.8037406927057,-95.3935012221336,"$",278,"Desserts Ice Cream & Frozen Yogurt"
"85","Luna Y Sol Mexican Grill",4,29.74512,-95.37747,"$",501,"Mexican Breakfast & Brunch Cocktail Bars"
"86","Grace's",4,29.737020211778,-95.4185060876135,"$$",629,"American (Traditional) Breakfast & Brunch Comfort Food"
"87","13 Celsius",4.5,29.74128,-95.3738599,"$$",378,"Wine Bars"
"88","Doshi House Café",4.5,29.7325907288037,-95.3662673806657,"$",342,"Coffee & Tea Vegetarian Vegan"
"89","Pinkerton's Barbecue",4.5,29.79868,-95.3815,"$$",417,"Barbeque"
"90","Liberty Taco",4.5,29.7325893491507,-95.4560000449419,"$",524,"Tacos Breakfast & Brunch"
"91","Sammy's Wild Game Grill",4.5,29.7693180289684,-95.398336982209,"$$",389,"Hot Dogs Burgers Game Meat"
"92","Fat Cat Creamery",4,29.803034,-95.410678,"$",635,"Ice Cream & Frozen Yogurt Desserts"
"93","Moon Tower Inn",4,29.754284,-95.341073,"$$",723,"Dive Bars Hot Dogs Beer Gardens"
"94","Fadi's Meyerland Mediterranean Grill",4.5,29.6894149,-95.4600067,"$$",593,"Mediterranean Middle Eastern Cafeteria"
"95","State of Grace",4.5,29.7424624840221,-95.4252861972305,"$$$",502,"Southern American (New) Seafood"
"96","Good Dog Houston - Heights",4,29.78741,-95.38797,"$",584,"Hot Dogs"
"97","Baba Yega Cafe",4,29.7462292,-95.3902588,"$$",881,"Breakfast & Brunch American (Traditional) Bars"
"98","True Food Kitchen",4,29.7498408390785,-95.4623664952454,"$$",827,"American (New) Vegan Vegetarian"
"99","Tiny Boxwoods",4,29.73851,-95.43509,"$$",1074,"Breakfast & Brunch American (New)"
"100","MF Sushi",4,29.72377,-95.38583,"$$$",428,"Sushi Bars"
"101","Del Frisco's Double Eagle Steakhouse",4,29.7399776,-95.4638549,"$$$$",662,"Steakhouses Seafood"
"102","BCK Kitchen & Cocktail Adventures",4.5,29.7887995448524,-95.388083953373,"$$",386,"American (New) American (Traditional) Cocktail Bars"
"103","Oishii",4,29.7330860390498,-95.4368909182455,"$$",1100,"Sushi Bars Japanese Bars"
"104","The Hay Merchant",4,29.74494,-95.39303,"$$",936,"American (Traditional) Gastropubs Beer Bar"
"105","Sunshine's Health Food Store And Vegetarian Deli",4.5,29.69974,-95.38054,"$$",330,"Vegan Vegetarian Grocery"
"106","Gelazzi",4.5,29.7813438371218,-95.3964395821094,"$",378,"Gelato Pizza"
"107","Liberty Kitchen & Oyster Bar",3.5,29.79058,-95.38753,"$$",1001,"American (New) Seafood Bars"
"108","Hank's Ice Cream Parlor",4.5,29.6840842813253,-95.4223309457302,"$",334,"Ice Cream & Frozen Yogurt"
"109","Lankford Grocery",4,29.75005,-95.38382,"$",657,"Grocery Diners American (Traditional)"
"110","Path Of Tea",4.5,29.73884,-95.41552,"$",260,"Coffee & Tea Tea Rooms"
"111","Coltivare",4,29.7817,-95.39371,"$$",698,"Italian American (New)"
"112","CRAVE Cupcakes",4,29.7558047,-95.4574854,"$$",966,"Bakeries Desserts Cupcakes"
"113","Barnaby's Cafe",4,29.7504138946533,-95.410400390625,"$$",629,"Breakfast & Brunch American (Traditional)"
"114","Frank's Pizza",4,29.761395,-95.362598,"$",644,"Pizza"
"115","Lei Low",4.5,29.80896,-95.389354,"$$",334,"Cocktail Bars Tiki Bars"
"116","Nancy's Hustle",4.5,29.74551,-95.3520999,"$$",274,"American (New) Tapas/Small Plates Modern European"
"117","Xochi",4,29.754551,-95.3582,"$$$",482,"Mexican Breakfast & Brunch Bars"
"118","Mia's Table",4,29.73713,-95.41731,"$$",512,"American (Traditional) Southern"
"119","Kaffeine Coffee Internet & Office Cafe",4.5,29.7222685,-95.378756,"$",250,"Coffee & Tea Internet Cafes Breakfast & Brunch"
"120","MAX's Wine Dive",3.5,29.7708299,-95.4090042,"$$",1011,"Wine Bars American (New) Breakfast & Brunch"
"121","Fix Coffeebar",4,29.7442261,-95.3868489,"$",404,"Coffee & Tea"
"122","Green Seed Vegan",4,29.7303089346866,-95.3765309942689,"$$",524,"Vegan Juice Bars & Smoothies Live/Raw Food"
"123","Dak & Bop",3.5,29.721726,-95.382427,"$$",931,"Chicken Wings Korean Asian Fusion"
"124","The Original Kolache Shoppe",5,29.685915,-95.29719,"$",180,"Bakeries Coffee & Tea"
"125","Bollo Woodfired Pizza",4,29.7389786,-95.4134581,"$$",436,"Italian Pizza Bars"
"126","Américas",4,29.7536115992694,-95.4104623190491,"$$$",478,"Latin American American (New) Nicaraguan"
"127","Prohibition Theatre",4,29.76045,-95.36169,"$$$",500,"American (New) Seafood Dinner Theater"
"128","Antidote",4,29.7849148180368,-95.3880278874499,"$",547,"Coffee & Tea"
"129","The Chocolate Bar",4,29.7384,-95.40599,"$$",547,"Ice Cream & Frozen Yogurt Chocolatiers & Shops Coffee & Tea"
"130","La Calle Tacos",4.5,29.7634662971423,-95.3606901858526,"$",366,"Tacos Breakfast & Brunch"
"131","Reef",4,29.74584,-95.37545,"$$$",713,"Seafood Lounges"
"132","Oh My Gogi!",4,29.7164422761895,-95.414836290213,"$",498,"Korean Food Trucks Mexican"
"133","Artisans Restaurant",4,29.7425096583742,-95.3799537073163,"$$$",370,"French"
"134","The Kitchen at the Dunlavy",4,29.7610702114268,-95.4018420158691,"$$",602,"American (New) Breakfast & Brunch"
"135","Siphon Coffee",4,29.738384,-95.3882239,"$",606,"Coffee & Tea Breakfast & Brunch Salad"
"136","La Fisheria",4,29.7634727117342,-95.3621543826332,"$$",381,"Seafood Mexican Cocktail Bars"
"137","Star Pizza",4,29.73229,-95.41103,"$$",712,"Pizza Salad Desserts"
"138","The Children's Museum of Houston",4.5,29.7225935,-95.3850803,"$$",254,"Children's Museums Venues & Event Spaces Gift Shops"
"139","Dögarz Döner",4.5,29.75036,-95.3747099,"$",310,"Mediterranean Turkish German"
"140","Torchy's Tacos",4,29.7168832286535,-95.4151740753937,"$",847,"Breakfast & Brunch Tacos"
"141","Melange Creperie",4,29.783904,-95.398147,"$",373,"Creperies"
"142","Local Foods",4.5,29.7609231985565,-95.3619832545519,"$$",187,"Salad Sandwiches Cocktail Bars"
"143","Little Jimmy's Deli",4.5,29.7322350492429,-95.439678567862,"$",207,"Delis Sandwiches"
"144","Rodeo Goat",4.5,29.749827,-95.356385,"$$",318,"Burgers Bars"
"145","Nara Express",4,29.747424155181,-95.3706633785736,"$",385,"Thai"
"146","Just Dinner",4,29.7484951019287,-95.4019088745117,"$$$",346,"American (New) Diners"
"147","Houston's Restaurant",4,29.72891,-95.4188999,"$$$",539,"American (Traditional) American (New) Steakhouses"
"148","Red Dessert Dive",4.5,29.790315,-95.387989,"$$",315,"Desserts Coffee & Tea Wine Bars"
"149","Ibiza Food & Wine Bar",4,29.747401,-95.3768201,"$$$",436,"Wine Bars American (New) Basque"
"150","Govinda's Vegetarian Cuisine",4.5,29.8176694576682,-95.423864390213,"$$",283,"Indian Vegetarian Vegan"
"151","B&B Butchers & Restaurant",3.5,29.76807,-95.37628,"$$$",797,"Butcher Steakhouses Cocktail Bars"
"152","Izakaya",4,29.7520078,-95.3768782,"$$",504,"Poke Izakaya Ramen"
"153","District 7 Grill",4,29.7521019589688,-95.3747399760931,"$$",477,"Breakfast & Brunch American (Traditional) Tapas/Small Plates"
"154","Roka Akor - Houston",4.5,29.7387,-95.44081,"$$$",215,"Sushi Bars Steakhouses Japanese"
"155","Crisp",4,29.8062839508057,-95.4220886230469,"$$",780,"Italian American (New)"
"156","Piola",4,29.74287233551,-95.3798845184326,"$$",549,"Pizza Italian Salad"
"157","Provisions",4,29.7588183,-95.3856405,"$$",526,"American (New) Bars"
"158","The Halal Guys",3.5,29.73224,-95.41203,"$",946,"Middle Eastern Halal"
"159","Riva's Italian Restaurant",4,29.74605,-95.39248,"$$",416,"Italian"
"160","Black Hole Coffee House",4,29.732502,-95.394977,"$",692,"Coffee & Tea Breakfast & Brunch Desserts"
"161","Boheme",3.5,29.747997,-95.386062,"$$",835,"Wine Bars American (New) Cocktail Bars"
"162","Barnaby's Cafe",4,29.75366,-95.38716,"$$",405,"American (Traditional)"
"163","Hugs & Donuts",4,29.803042,-95.410641,"$",436,"Donuts Coffee & Tea"
"164","Down House",3.5,29.80216,-95.3995,"$$",1034,"Breakfast & Brunch Coffee & Tea Cocktail Bars"
"165","rise nº2",4.5,29.74997,-95.46225,"$$",333,"Desserts French Wine Bars"
"166","The Chocolate Bar",4,29.714957,-95.417613,"$$",466,"Desserts Chocolatiers & Shops Ice Cream & Frozen Yogurt"
"167","Edison & Patton",4.5,29.7983932495117,-95.3631591796875,"$$",325,"American (New) Bars Gastropubs"
"168","Hobbit Cafe",3.5,29.7340113,-95.4140505,"$$",871,"Breakfast & Brunch Gastropubs Vegetarian"
"169","Campesino Coffee House",4,29.7459888458252,-95.3941802978516,"$",317,"Coffee & Tea Latin American"
"170","Roost",4,29.7447265,-95.4073275,"$$",495,"American (New)"
"171","Onion Creek Cafe",3.5,29.7818298339844,-95.3910217285156,"$$",756,"Coffee & Tea Bars Breakfast & Brunch"
"172","Nippon Japanese Restaurant",4,29.73269,-95.39147,"$$",629,"Japanese Sushi Bars"
"173","Mandola's Deli",4.5,29.73764,-95.33956,"$",248,"Delis Italian Sandwiches"
"174","Dolce Vita",4,29.744775,-95.38742,"$$",679,"Pizza Italian"
"175","Your Pie",4.5,29.7522964518359,-95.3684243165043,"$",226,"Pizza Gelato"
"176","La Guadalupana Bakery & Café",4,29.74687,-95.40188,"$",515,"Mexican Bakeries"
"177","El Tiempo Cantina",4,29.7342285,-95.4257327,"$$",641,"Tex-Mex Mexican Salad"
"178","The Teahouse Tapioca & Tea",4,29.7414038439282,-95.4103287014974,"$",579,"Coffee & Tea Bubble Tea Juice Bars & Smoothies"
"179","BB's Tex-Orleans",4,29.78133,-95.38794,"$$",663,"Cajun/Creole"
"180","Cali Sandwich & Fast Food",4,29.743672275081,-95.3772476952765,"$",416,"Sandwiches Vietnamese Soup"
"181","Istanbul Grill",4,29.71566,-95.41463,"$$",468,"Turkish Middle Eastern Mediterranean"
"182","Barnaby's Cafe",4,29.7216,-95.38208,"$$",477,"American (Traditional) Breakfast & Brunch"
"183","Goode Company Barbeque",3.5,29.7270351632195,-95.4184110074096,"$$",1071,"Barbeque Gluten-Free"
"184","Gusto Gourmet",4.5,29.7362906,-95.4108062,"$$",245,"Venezuelan Mediterranean Syrian"
"185","Field & Tides",4,29.7910957336426,-95.3896789550781,"$$",334,"Southern American (New) Seafood"
"186","CoCo Crepes, Waffles & Coffee",3.5,29.75237,-95.37775,"$",631,"Coffee & Tea Creperies Waffles"
"187","Mia Bella Trattoria",4.5,29.73234,-95.43718,"$$",232,"Italian Breakfast & Brunch Vegetarian"
"188","Pokéworks",4.5,29.7746128237454,-95.3981831523353,"$$",236,"Poke Hawaiian"
"189","MKT BAR",4,29.7544629017867,-95.3614359686478,"$$",517,"American (New) Music Venues Breakfast & Brunch"
"190","Cafeza",4.5,29.7736,-95.3722,"$",247,"Bars Coffee & Tea Tapas/Small Plates"
"191","Shepherd Park Draught House",4,29.8175785297165,-95.4099878697624,"$$",347,"American (New) Gastropubs Breweries"
"192","Romano's Pizza",4,29.7544062271704,-95.4004679195084,"$$",356,"Pizza Italian"
"193","Brothers Taco House",4,29.74513,-95.35682,"$",306,"Mexican"
"194","Ramen Tatsu-Ya",3.5,29.7433,-95.39833,"$$",694,"Ramen Izakaya"
"195","The Rice Box",4,29.8037,-95.4017,"$$",457,"Chinese"
"196","Etoile Cuisine et Bar",4,29.75697,-95.45693,"$$$",343,"French Bars"
"197","Jackson Street BBQ",4,29.7588636332986,-95.3543785428204,"$$",390,"Barbeque"
"198","Rachels Cafe",4.5,29.7597414288733,-95.3599986477912,"$",164,"American (Traditional)"
"199","Osaka Japanese Restaurant",4,29.74425,-95.38821,"$$",559,"Japanese Sushi Bars"
"200","Andes Cafe",4,29.75829,-95.3464,"$$",338,"Venezuelan Colombian Peruvian"
"201","Goode Company Seafood",4,29.7285128246383,-95.4203385626453,"$$",497,"Seafood"
"202","Original Beaver's",3.5,29.767099,-95.382284,"$$",720,"Breakfast & Brunch Cocktail Bars Burgers"
"203","Weights + Measures",3.5,29.742636,-95.372765,"$$",661,"Bakeries Gastropubs American (New)"
"204","Maine-ly Sandwiches",4,29.7856017,-95.4649034,"$$",655,"Sandwiches"
"205","Petrol Station",4,29.8213393,-95.4239446,"$$",660,"American (Traditional) Burgers Beer Gardens"
"206","Al Quick Stop",4.5,29.750144,-95.396713,"$",218,"Convenience Stores Mediterranean Tex-Mex"
"207","BCN Taste & Tradition",4.5,29.7349309,-95.390075,"$$$",246,"Catalan Spanish"
"208","Thien An Sandwiches",4,29.7436923980713,-95.3724594116211,"$",281,"Vietnamese Sandwiches"
"209","The Pastry War",4,29.7620197966518,-95.3612599099258,"$$",288,"Cocktail Bars Mexican"
"210","Flip 'n Patties Food Truck",4.5,29.76927,-95.41438,"$$",205,"Filipino Burgers Food Trucks"
"211","Adair Kitchen",4,29.748991,-95.466573,"$$",739,"American (New) Breakfast & Brunch"
"212","Pondicheri",3.5,29.741538,-95.419487,"$$",960,"Indian Breakfast & Brunch Vegetarian"
"213","French Riviera Bakery & Cafe",4,29.73267,-95.47698,"$",441,"Bakeries Breakfast & Brunch Cafes"
"214","Tinys Milk & Cookies",4.5,29.717396,-95.433489,"$",278,"Coffee & Tea Ice Cream & Frozen Yogurt Bakeries"
"215","Pax Americana",4,29.7335654,-95.390868,"$$$",365,"American (New) Cocktail Bars"
"216","Liberty Kitchen & Oysterette",4,29.7469456093221,-95.4497998117782,"$$",651,"American (New) Seafood Breakfast & Brunch"
"217","Paper Co Cafe",4,29.7683727033221,-95.3671292048935,"$",278,"Coffee & Tea Breakfast & Brunch American (Traditional)"
"218","El Rey Taqueria",4,29.7703123482813,-95.409279879135,"$",559,"Mexican Cuban"
"219","Barnaby's Cafe",4,29.7482437315525,-95.3884293703781,"$$",290,"Breakfast & Brunch American (Traditional)"
"220","Slowpokes",4.5,29.8165201472451,-95.4206193611026,"$$",186,"Wine Bars Coffee & Tea Beer Bar"
"221","Lucille's",3.5,29.72388,-95.38515,"$$",648,"American (New) Southern"
"222","The Capital Grille",4,29.7392743,-95.4699321,"$$$$",337,"Steakhouses Seafood Wine Bars"
"223","Cabo Baja Tacos & Burritos",4.5,29.77071,-95.4071,"$",238,"Mexican"
"224","Amorino Gelato",4,29.7434639986657,-95.4527032232204,"$$",321,"Gelato Desserts Macarons"
"225","Giacomo's Cibo e Vino",4,29.742032,-95.423718,"$$",435,"Italian"
"226","Seasons 52",4,29.7415521341054,-95.4521601294998,"$$",491,"American (New) Wine Bars Seafood"
"227","Laredo Taqueria",4,29.77011,-95.4051,"$",471,"Mexican Tex-Mex"
"228","Brookstreet Bar-B-Que",4,29.7460823059082,-95.3914413452148,"$$",303,"Barbeque Southern"
"229","Teotihuacan Mexican Cafe",4,29.79901,-95.38211,"$$",524,"Mexican Tex-Mex Breakfast & Brunch"
"230","Gus's World Famous Fried Chicken",4,29.76746,-95.37652,"$",336,"Southern Chicken Shop Comfort Food"
"231","CoCo Crepes, Waffles & Coffee",4,29.7703495,-95.4182092,"$",359,"Creperies Coffee & Tea Waffles"
"232","Mai's Restaurant",3.5,29.7411156,-95.3798064,"$$",930,"Vietnamese Noodles Soup"
"233","Tacodeli",4,29.7682,-95.37761,"$",253,"Tacos Breakfast & Brunch Caterers"
"234","Reggae Hut",4,29.7264276,-95.3776415,"$$",316,"Caribbean"
"235","Oui Desserts",4,29.7348983738075,-95.4183223843575,"$",305,"Desserts Coffee & Tea Macarons"
"236","Lola",3.5,29.791116,-95.398658,"$$",742,"Diners American (Traditional) Breakfast & Brunch"
"237","Pokéworks",4.5,29.7425905,-95.4090565,"$$",149,"Poke Hawaiian"
"238","Local Poke",5,29.7707245653136,-95.4067248478532,"$$",120,"Poke Hawaiian"
"239","Crumbville",5,29.7344,-95.36537,"$",92,"Vegan Bakeries Cupcakes"
"240","Samurai Noodle",3.5,29.7764846,-95.4112293,"$$",565,"Ramen Noodles"
"241","Oporto Café",4,29.7324851,-95.4387856,"$$",450,"Tapas Bars Wine Bars Portuguese"
"242","Nobie's",4.5,29.73536,-95.41004,"$$",244,"American (New) American (Traditional) Whiskey Bars"
"243","The Pho Spot",4.5,29.760415889082,-95.3616855293512,"$$",148,"Vietnamese Soup"
"244","Yogurtland",4.5,29.7416236750092,-95.409150633832,"$",183,"Ice Cream & Frozen Yogurt Desserts Cupcakes"
"245","Chuy's",3.5,29.742689,-95.420446,"$$",656,"Mexican Tex-Mex Bars"
"246","Brenner's on the Bayou",4,29.7595459124491,-95.4199138920306,"$$$",543,"Steakhouses American (New) Seafood"
"247","SMOOSH Cookies - Rice Village",4.5,29.71563,-95.4148973,"$",224,"Food Trucks Desserts Ice Cream & Frozen Yogurt"
"248","Zydeco Louisiana Diner",4.5,29.75109,-95.3673699,"$$",185,"Cajun/Creole Seafood Vegetarian"
"249","HS Green",4.5,29.7325599889764,-95.4640570655465,"$$",267,"Salad Juice Bars & Smoothies American (New)"
"250","Cloud 10 Creamery",4,29.7180180809429,-95.4151299679903,"$$",471,"Ice Cream & Frozen Yogurt Desserts"
"251","Coreanos",4,29.7172900019131,-95.3412150070586,"$",358,"Korean Mexican Food Trucks"
"252","Luna Pizzeria",4.5,29.7724879794653,-95.3990623776413,"$$",176,"Pizza"
"253","Tamashi Ramen and Sushi",4.5,29.7884065,-95.4678997,"$$",299,"Ramen Sushi Bars"
"254","Sorrento Ristorante Italiano",4,29.7444128,-95.3867141,"$$$",278,"Italian"
"255","Peru Cafe Express",4.5,29.7283750376028,-95.4378222833283,"$$",251,"Peruvian Cafes Seafood"
"256","Pepper Tree Veggie Cuisine",4,29.7324851,-95.438713,"$$",396,"Vegan Gluten-Free"
"257","The Moonshiners Southern Table + Bar",4,29.76056,-95.36188,"$$",437,"Southern Cocktail Bars Breakfast & Brunch"
"258","Creamistry",4,29.74204,-95.46252,"$$",378,"Desserts Ice Cream & Frozen Yogurt"
"259","bellagreen",4,29.790639,-95.3879981,"$$",378,"American (New) Salad"
"260","Mongoose Versus Cobra",4,29.7452043103768,-95.3735140232802,"$$",322,"Whiskey Bars Beer Bar Cocktail Bars"
"261","Irma's Southwest",4,29.7575897012463,-95.3583053970873,"$$",267,"Mexican Tex-Mex Venues & Event Spaces"
"262","Tamashi Ramen and Sushi",4.5,29.70642,-95.41726,"$$",181,"Ramen Sushi Bars"
"263","Pappas Bros Steakhouse",4.5,29.7555094708505,-95.3628793166023,"$$$$",203,"Steakhouses"
"264","Fellini Caffè",4,29.718743376273,-95.4166178981476,"$",366,"Italian Coffee & Tea"
"265","Inversion Coffee House",4,29.751247547498,-95.391826059216,"$",429,"Coffee & Tea"
"266","Cafe TH",4,29.7458283,-95.3595304,"$",265,"Vietnamese Sandwiches"
"267","Cacao and Cardamom",4.5,29.7417478701511,-95.4628648910156,"$$$",171,"Chocolatiers & Shops Gelato Gift Shops"
