"","Name","Rating","latitude","longitude","price","review_count","categories"
"36","Spot Dessert Bar",4,40.72939,-73.98892,"$$",2727,"Desserts Macarons Creperies"
"37","Ippudo Westside",4,40.76344,-73.98661,"$$",3307,"Ramen"
"38","Caracas Arepa Bar",4,40.7269655,-73.9854223,"$$",2489,"Venezuelan Bars"
"39","ABC Kitchen",4,40.738085,-73.989472,"$$$",2793,"American (New) French"
"40","Traif",4.5,40.710658,-73.958872,"$$$",1780,"American (New) Tapas/Small Plates"
"41","Molly's Cupcakes",4.5,40.73014,-74.00248,"$$",1555,"Bakeries Cupcakes Custom Cakes"
"42","Cafe Habana",4,40.722998,-73.994171,"$$",3071,"Cuban Mexican"
"43","Rice To Riches",4,40.721845,-73.995802,"$$",2858,"Desserts"
"44","Angel's Share",4.5,40.7297097529882,-73.9891492245369,"$$",1970,"Cocktail Bars Speakeasies"
"45","Morimoto",4,40.74332,-74.00713,"$$$$",2859,"Japanese Sushi Bars"
"46","Mamoun's Falafel",4,40.7302874,-74.0004383,"$",2276,"Middle Eastern Falafel"
"47","Per Se",4.5,40.7681528889558,-73.9827629623657,"$$$$",1477,"French"
"48","Daniel",4.5,40.7667736797858,-73.967607,"$$$$",1466,"French American (Traditional) Cocktail Bars"
"49","L'Artusi",4.5,40.733714,-74.005068,"$$$",1593,"Italian Cocktail Bars"
"50","Wafels & Dinges",4.5,40.7392845153809,-73.9989318847656,"$",1523,"Belgian Waffles Food Trucks"
"51","Eileen's Special Cheesecake",4.5,40.7215431969029,-73.9972332037048,"$",1421,"Bakeries Desserts"
"52","Beauty & Essex",4,40.72037,-73.98677,"$$$",3073,"American (New)"
"53","Sugar Sweet Sunshine Bakery",4,40.719851,-73.987011,"$",2004,"Bakeries"
"54","Doughnut Plant",4,40.7444886,-73.9969095,"$$",2355,"Donuts Coffee & Tea"
"55","The Boil",4.5,40.71974,-73.99339,"$$",1704,"Cajun/Creole Seafood Live/Raw Food"
"56","Up Thai",4.5,40.7698275926665,-73.9576330868512,"$$",1852,"Thai Asian Fusion"
"57","Artichoke Basille's Pizza",4,40.7321124557704,-73.9839056828882,"$",3725,"Pizza"
"58","Ladurée Madison Ave",4.5,40.7707702252517,-73.9663760711639,"$$$",1800,"Macarons Patisserie/Cake Shop Tea Rooms"
"59","Junior's Restaurant & Bakery - 45th St.",4,40.7582662685627,-73.9866533416119,"$$",3813,"Bakeries Breakfast & Brunch Burgers"
"60","Ample Hills Creamery",4.5,40.6785573557085,-73.9684746674535,"$$",1267,"Ice Cream & Frozen Yogurt Coffee & Tea"
"61","Izakaya MEW",4,40.7501853096499,-73.9863203465939,"$$",1921,"Tapas Bars Sushi Bars Izakaya"
"62","Taim West Village",4.5,40.736002376347,-74.0019588366439,"$",1458,"Vegetarian Sandwiches Falafel"
"63","Jane",4,40.72732,-74.00026,"$$",2971,"Breakfast & Brunch American (New) Bars"
"64","The Meatball Shop",4,40.7214961,-73.9887357,"$$",2688,"Italian American (Traditional)"
"65","Jean-Georges",4.5,40.7691122743293,-73.9814290717583,"$$$$",1763,"French American (New) Asian Fusion"
"66","Carmine's Italian Restaurant - Times Square",4,40.75749,-73.98662,"$$",3188,"Italian Venues & Event Spaces Seafood"
"67","Soft Swerve",4.5,40.718223312785,-73.9911489933729,"$",1435,"Ice Cream & Frozen Yogurt"
"68","Balthazar Restaurant",4,40.722730394629,-73.998330776327,"$$$",2817,"French Breakfast & Brunch"
"69","Gotham Bar and Grill",4.5,40.734186,-73.993696,"$$$$",1490,"American (New) Bars"
"70","Keens Steakhouse",4,40.75071,-73.98652,"$$$$",2265,"Steakhouses Desserts Pubs"
"71","Saigon Shack",4,40.72969,-74.000629,"$",2164,"Sandwiches Coffee & Tea Salad"
"72","Rubirosa",4,40.72275,-73.99622,"$$",1744,"Italian Pizza"
"73","La Sirene",4.5,40.7243642217227,-74.005708694458,"$$$",1531,"French"
"74","Pure Thai Cookhouse",4,40.764291,-73.988159,"$$",2287,"Thai Noodles Chicken Wings"
"75","Sushi Yasuda",4,40.75113,-73.97347,"$$$$",2006,"Japanese"
"76","Los Tacos No.1",4.5,40.7575067,-73.9877717,"$",884,"Tacos"
"77","Thursday Kitchen",4.5,40.7275,-73.9838,"$$",1052,"Korean American (New) Tapas/Small Plates"
"78","McSorleys Old Ale House",4,40.72884,-73.98965,"$",1670,"Dive Bars Breweries Beer Bar"
"79","Grimaldi's",3.5,40.7025694629739,-73.993247611872,"$$",4420,"Pizza"
"80","Breakroom",4.5,40.7166907225542,-73.9999440120647,"$",1440,"Burgers Tacos"
"81","Wah Fung No 1 Fast Food",4.5,40.71735,-73.99457,"$",1073,"Chinese Fast Food Noodles"
"82","Sundaes and Cones",4.5,40.730934,-73.989318,"$",1407,"Ice Cream & Frozen Yogurt Bakeries"
"83","Ess-a-Bagel",4,40.756300559255,-73.9703701025162,"$",3018,"Bakeries Bagels Delis"
"84","Scarpetta",4,40.744509,-73.9856,"$$$",1737,"Italian"
"85","Joe's Pizza",4,40.7305599,-74.0021299,"$",2119,"Pizza"
"86","Sakagura",4,40.7516467024541,-73.9729489318165,"$$$",1670,"Japanese"
"87","Max Brenner - New York",3.5,40.7342670594805,-73.9910549187747,"$$",4297,"Chocolatiers & Shops Desserts Breakfast & Brunch"
"88","Cheeky Sandwiches",4.5,40.7158,-73.99169,"$",1067,"Sandwiches Desserts"
"89","Roberta's",4,40.705043534338,-73.93357123374,"$$",2536,"Pizza Italian"
"90","Di Fara Pizza",4,40.625093,-73.961531,"$$",3110,"Pizza"
"91","Grace Street",4,40.7478576793883,-73.9865590631962,"$$",1847,"Coffee & Tea Desserts Shaved Ice"
"92","Bogota Latin Bistro",4,40.678165,-73.978976,"$$",2002,"Gluten-Free Colombian"
"93","ilili",4,40.74435,-73.98778,"$$$",2187,"Mediterranean Lebanese Cocktail Bars"
"94","JoJu",4.5,40.7407051700423,-73.8793501821476,"$",1455,"Vietnamese Sandwiches Asian Fusion"
"95","Coffee Project NY",4.5,40.72699,-73.98922,"$$",602,"Coffee & Tea"
"96","Woorijip Authentic Korean Food",4,40.74747,-73.98648,"$",2472,"Korean"
"97","Minetta Tavern",4,40.7300047976758,-74.0006073834151,"$$$",2038,"French American (New) Breakfast & Brunch"
"98","Raines Law Room",4.5,40.73869,-73.99462,"$$$",1351,"Lounges Cocktail Bars"
"99","Bea",4,40.7591968,-73.9923361,"$$",2046,"American (New) Cocktail Bars"
"100","Veniero's",4,40.72941,-73.98454,"$$",1861,"Bakeries Desserts Italian"
"101","Marea",4,40.7674213694566,-73.9810554368179,"$$$$",1823,"Italian Seafood Wine Bars"
"102","Sushi Nakazawa",4.5,40.7317465228689,-74.0045493828034,"$$$$",1193,"Japanese Sushi Bars"
"103","Beyond Sushi",4.5,40.7329,-73.98588,"$$",886,"Sushi Bars Vegan Kosher"
"104","Top Thai Greenwich",4.5,40.72977,-73.99939,"$$",845,"Thai Cocktail Bars Halal"
"105","Momofuku Ssam Bar",4,40.73169,-73.985846,"$$$",2304,"American (New)"
"106","Vanessa's Dumpling House",4,40.71839,-73.9917399,"$",2369,"Chinese"
"107","Stumptown Coffee Roasters",4.5,40.7456663381275,-73.9880916348562,"$$",1353,"Coffee & Tea Coffee Roasteries"
"108","Peter Pan Donut & Pastry Shop",4.5,40.726086,-73.952308,"$",1173,"Bakeries Donuts"
"109","The MasalaWala",4.5,40.72191,-73.98666,"$$",1265,"Indian Pakistani"
"110","Cafe Mogador",4,40.727258767439,-73.9845085144043,"$$",1767,"Moroccan"
"111","Luke's Lobster East Village",4,40.7269401550293,-73.9852600097656,"$$",1486,"Seafood"
"112","Bengal Tiger Indian Food",4.5,40.763167,-73.977131,"$$",1361,"Indian"
"113","Sal, Kris, & Charlie's Deli",4.5,40.773326878163,-73.9113807678223,"$",936,"Delis Sandwiches"
"114","Taverna Kyclades",4,40.7753227,-73.909217,"$$",2051,"Seafood Greek Mediterranean"
"115","The Stanton Social",4,40.7211987200392,-73.9881242110576,"$$$",2748,"Lounges"
"116","Williamsburg Smorgasburg - Saturday",4.5,40.721021,-73.962177,"$$",1028,"Food Stands"
"117","Banh Mi Saigon",4,40.71936,-73.99667,"$",1367,"Vietnamese Sandwiches"
"118","B Side Pizza & Wine Bar",4.5,40.76394,-73.9883399,"$$",943,"Pizza Italian Wine Bars"
"119","NY Pizza Suprema",4,40.7502059936523,-73.9953231811523,"$",1639,"Pizza"
"120","Cha-An",4,40.72947,-73.98813,"$$",1618,"Japanese Tea Rooms"
"121","Tony's Di Napoli",4,40.75641,-73.98547,"$$",1804,"Italian"
"122","Milk & Cream Cereal Bar",4.5,40.71958,-73.99654,"$$",751,"Ice Cream & Frozen Yogurt Desserts"
"123","il laboratorio del gelato",4,40.7222353582629,-73.9870632693115,"$$",1240,"Ice Cream & Frozen Yogurt"
"124","Xi'an Famous Foods",4,40.7279,-73.98541,"$",1532,"Chinese Noodles Burgers"
"125","Pies-n-Thighs",4,40.711191,-73.961424,"$$",2628,"Southern Barbeque Breakfast & Brunch"
"126","Babbo",4,40.732283,-73.999284,"$$$$",2276,"Italian Bars"
"127","Shake Shack",4,40.758412133689,-73.9891822636127,"$$",2933,"Burgers Ice Cream & Frozen Yogurt"
"128","Raku",4.5,40.7264988089246,-73.9866526052356,"$$",778,"Japanese Noodles"
"129","Momofuku Noodle Bar",3.5,40.7292063820076,-73.9844848239426,"$$",4009,"Ramen American (New)"
"130","Aquagrill",4,40.7253545576709,-74.0037010931698,"$$$",1276,"Seafood American (New) Live/Raw Food"
"131","The NoMad Restaurant",4,40.7449,-73.988482,"$$$",1364,"French American (New) Gastropubs"
"132","The Alcove",5,40.7459065,-73.915103,"$$",592,"Gastropubs Tapas Bars Breakfast & Brunch"
"133","Cafe Mogador",4.5,40.719747,-73.959993,"$$",1010,"Moroccan"
"134","Shanghai 21",4,40.7144199,-73.99889,"$$",1440,"Shanghainese"
"135","Pio Pio 8",4,40.760506289326,-73.994564488901,"$$",2135,"Latin American Peruvian"
"136","88 Lan Zhou Handmade Noodles",4,40.7155,-73.99675,"$",1569,"Chinese Noodles"
"137","Schmackary's",4,40.760153883881,-73.990944257291,"$",1728,"Desserts Bakeries Coffee & Tea"
"138","Gyu-Kaku Japanese BBQ",4,40.72822,-73.99142,"$$$",1562,"Japanese Barbeque"
"139","Dutch Freds",4.5,40.76071,-73.98793,"$$",1062,"Cocktail Bars American (New) Breakfast & Brunch"
"140","Il Bambino",4.5,40.76281,-73.92089,"$$",1170,"Italian Sandwiches Tapas Bars"
"141","Calle Ocho",4,40.7831208393736,-73.9737190394484,"$$",2396,"Cuban Latin American"
"142","Lucali",4.5,40.6818,-74.00024,"$$",1234,"Pizza"
"143","Bleecker Street Pizza",4,40.7320627016512,-74.0036552270137,"$",1929,"Pizza Italian"
"144","John's of Bleecker Street",4,40.73158,-74.00332,"$$",1692,"Pizza"
"145","Dough",4,40.73931,-73.99243,"$",1370,"Desserts Donuts Bakeries"
"146","Sweet Chick",4,40.718423,-73.9574279,"$$",1734,"Southern Breakfast & Brunch American (Traditional)"
"147","The Lobster Place",4,40.7427413905213,-74.0060118057704,"$$",1209,"Seafood Markets Seafood"
"148","Veselka",4,40.72895,-73.98697,"$$",2290,"Diners Ukrainian"
"149","Ice & Vice",4.5,40.7142842719948,-73.9868737828033,"$$",677,"Desserts Ice Cream & Frozen Yogurt"
"150","Luke's Lobster FiDi",4.5,40.7046213003984,-74.0107793876969,"$$",1004,"Seafood"
"151","Barn Joo 35",4.5,40.74964,-73.98582,"$$",1233,"Korean Gastropubs Tapas/Small Plates"
"152","Sushi Yasaka",4,40.779583,-73.983482,"$$",1583,"Japanese Sushi Bars"
"153","The Dead Rabbit",4,40.70329,-74.01102,"$$",1329,"Cocktail Bars"
"154","Queens Comfort",4,40.764561,-73.916839,"$$",1931,"Breakfast & Brunch American (New) Comfort Food"
"155","Quality Meats",4,40.764958,-73.976206,"$$$$",1802,"Steakhouses"
"156","Mighty Quinn's Barbeque",4,40.727574,-73.988623,"$$",1660,"Barbeque"
"157","The Smith",4,40.755165,-73.967868,"$$",2194,"American (New) Breakfast & Brunch Cocktail Bars"
"158","Friedman's",4,40.748297,-73.990649,"$$",1941,"American (New) Gluten-Free Breakfast & Brunch"
"159","Snowdays",4,40.7290310768554,-73.9847284555435,"$",1095,"Shaved Ice Ice Cream & Frozen Yogurt"
"160","Pylos",4.5,40.72608,-73.98415,"$$$",1064,"Greek"
"161","Jongro BBQ",4,40.7475339,-73.9869275,"$$",1393,"Korean Barbeque Beer Bar"
"162","La Lanterna Di Vittorio",4,40.73069,-74.00015,"$$",1359,"Italian Cafes Ice Cream & Frozen Yogurt"
"163","Shake Shack",4,40.7808207060578,-73.9765516723468,"$$",2297,"Burgers American (New)"
"164","Bohemian Restaurant",4.5,40.72639,-73.99236,"$$$",691,"Japanese Cocktail Bars"
"165","Uva",4,40.77216,-73.95556,"$$",2106,"Italian Wine Bars"
"166","Red Bamboo",4,40.7313183707867,-74.0003546456233,"$$",1610,"Vegetarian Soul Food Vegan"
"167","Trattoria Trecolori",4,40.75998,-73.98671,"$$",1907,"Italian"
"168","Sweet Chick",4,40.7217399,-73.98739,"$$",1336,"Southern Breakfast & Brunch American (Traditional)"
"169","Crif Dogs",4,40.727157,-73.983718,"$",2029,"Hot Dogs American (New)"
"170","La Contenta",4.5,40.71873,-73.98691,"$$",642,"Mexican Bars Breakfast & Brunch"
"171","Cookshop",4,40.7454251,-74.0056084,"$$",1929,"American (New) Breakfast & Brunch Wine Bars"
"172","Calle Dao - Bryant Park",4,40.752155,-73.984223,"$$",1342,"Cuban Cocktail Bars Breakfast & Brunch"
"173","Paulie Gee's",4.5,40.729546,-73.958568,"$$",1131,"Pizza Vegan Italian"
"174","Big Gay Ice Cream Shop",4,40.7264,-73.98411,"$",1891,"Ice Cream & Frozen Yogurt Desserts"
"175","Maharlika",4,40.72695,-73.98611,"$$",1407,"Filipino"
"176","Yuca Bar",4,40.7262,-73.9836,"$$",1654,"Latin American Tapas Bars Cocktail Bars"
"177","by CHLOE. West Village",4,40.729219,-74.001021,"$$",1539,"Juice Bars & Smoothies American (Traditional) Desserts"
"178","Fette Sau",4,40.714066,-73.956327,"$$",2178,"Barbeque Cocktail Bars"
"179","Buvette",4,40.732704,-74.004317,"$$",1542,"French Wine Bars Cocktail Bars"
"180","Num Pang Kitchen",4,40.73396,-73.99312,"$",1383,"Cambodian Sandwiches"
"181","The Little Owl",4,40.7323808291402,-74.0053009986877,"$$$",1222,"Desserts Wine Bars Mediterranean"
"182","Tanner Smiths",4,40.76442,-73.98169,"$$",1306,"Cocktail Bars American (New) Speakeasies"
"183","SriPraPhai Thai Restaurant",4,40.7464987,-73.8992328,"$$",2209,"Thai"
"184","ChikaLicious Dessert Bar",4,40.729779,-73.986357,"$$",1257,"Desserts Coffee & Tea Wine Bars"
"185","Pokéworks",4,40.7515934305237,-73.98588180542,"$$",1669,"Hawaiian Seafood Poke"
"186","Boucherie West Village",4.5,40.733063,-74.0028772,"$$$",807,"French Cocktail Bars Steakhouses"
"187","Del Posto",4,40.7434155953035,-74.007533013261,"$$$$",1342,"Italian"
"188","99 Favor Taste",4,40.7176199,-73.99249,"$$",1482,"Chinese Hot Pot Barbeque"
"189","Brooklyn Bagel & Coffee Company",4,40.746183,-73.997642,"$",1216,"Bagels Breakfast & Brunch Cafes"
"190","Milk Bar East Village",3.5,40.7318893900159,-73.9857388595245,"$$",3184,"Bakeries Ice Cream & Frozen Yogurt Coffee & Tea"
"191","Kam Hing Coffee Shop",4.5,40.7182480993847,-73.9990044118685,"$",594,"Bakeries Coffee & Tea"
"192","Breads Bakery",4.5,40.73661,-73.99181,"$$",887,"Bakeries Cafes"
"193","Cafe Katja",4.5,40.7177673,-73.990589,"$$",735,"Pubs German Austrian"
"194","Olio e Piú",4,40.733826,-73.999852,"$$",1477,"Pizza Italian Breakfast & Brunch"
"195","Nyonya",4,40.7190148,-73.9968228,"$$",1900,"Asian Fusion Malaysian Chinese"
"196","Absolute Bagels",4.5,40.80251,-73.96745,"$",1213,"Bakeries Bagels"
"197","10Below Ice Cream",4,40.71407,-73.99857,"$",1236,"Ice Cream & Frozen Yogurt"
"198","Kesté Pizza & Vino",4,40.73154,-74.00293,"$$",1305,"Pizza Gluten-Free Italian"
"199","Buttermilk Channel",4,40.675919,-73.999059,"$$",1769,"American (New) Breakfast & Brunch"
"200","Ootoya Chelsea",4,40.738767,-73.992778,"$$",1223,"Japanese Sushi Bars"
"201","Alta",4,40.7345163811398,-73.9983369619683,"$$$",1742,"Tapas Bars Mediterranean Spanish"
"202","Lupa",4,40.7276,-74.000045,"$$$",1418,"Italian"
"203","Pates Et Traditions",4.5,40.71485,-73.95466,"$$",790,"French Desserts"
"204","Gaia Italian Café",4.5,40.721653,-73.985346,"$",921,"Italian"
"205","Soco",4,40.693866,-73.964535,"$$",1888,"Cajun/Creole Barbeque Soul Food"
"206","Frisson Espresso",4.5,40.7608108520508,-73.9889984130859,"$",609,"Coffee & Tea Cafes"
"207","Jungsik",4.5,40.7185910158738,-74.0088844299316,"$$$$",512,"Korean"
"208","Champs Diner",4,40.7084397372605,-73.9407808520115,"$$",1234,"Vegan Bakeries Diners"
"209","Nish Nush",4.5,40.715688,-74.007695,"$$",645,"Middle Eastern Moroccan Greek"
"210","Takashi",4,40.7313524,-74.0065048,"$$$",914,"Japanese Korean Barbeque"
"211","Root & Bone",4,40.72272,-73.98334,"$$",1429,"Southern Comfort Food Desserts"
"212","Cocoron",4,40.72031,-73.99305,"$$",927,"Japanese Noodles Vegan"
"213","Blue Ribbon Brasserie - SoHo",4.5,40.725456,-74.003027,"$$$",887,"American (Traditional) Cocktail Bars"
"214","Whiskey Tavern",4.5,40.71646,-73.99969,"$$",730,"Whiskey Bars"
"215","Jajaja",4.5,40.7141530317142,-73.9904247969389,"$$",510,"Mexican Vegan Bars"
"216","Zenkichi",4,40.7189722,-73.9608301,"$$$",920,"Japanese"
"217","Momosan Ramen & Sake",4,40.74993,-73.97746,"$$",1343,"Ramen Tapas/Small Plates"
"218","The Spotted Pig",3.5,40.735611,-74.006673,"$$$",2845,"Burgers Bars Breakfast & Brunch"
"219","DeStefano's Steakhouse",4.5,40.71503,-73.94767,"$$$",706,"Steakhouses Breakfast & Brunch Coffee & Tea"
"220","Go! Go! Curry!",4,40.75463,-73.99115,"$",1370,"Japanese Curry"
"221","Tsurutontan Udon Noodle Brasserie",4,40.73678,-73.9910699,"$$",1393,"Japanese Noodles Soup"
"222","Seva Indian Cuisine",4.5,40.7653633,-73.9191014,"$$",1086,"Indian"
"223","Hometown Bar-B-Que",4,40.6748965703426,-74.0160489746129,"$$",1127,"Barbeque Smokehouse"
"224","The Seafire Grill",4.5,40.7547012104496,-73.972255513072,"$$$",953,"Seafood Steakhouses Bars"
"225","Amy Ruth's",4,40.802466318157,-73.950421812439,"$$",2319,"Southern Soul Food"
"226","Mamoun's Falafel",4,40.7288849575335,-73.988463348408,"$",1111,"Middle Eastern Falafel"
"227","Pig and Khao",4,40.71926,-73.98475,"$$",1371,"Filipino Thai Asian Fusion"
"228","KazuNori  | The Original Hand Roll Bar",4.5,40.74519,-73.98824,"$$",582,"Sushi Bars Japanese"
"229","Freemans",4,40.721988,-73.992466,"$$",1938,"Breakfast & Brunch Lounges American (Traditional)"
"230","Blue Hill",4.5,40.7320640251595,-73.9996931018524,"$$$$",928,"American (New)"
"231","Marc Forgione",4.5,40.71647,-74.0095599,"$$$",867,"American (New)"
"232","Cask Bar & Kitchen",4,40.745414,-73.979004,"$$",1266,"Bars American (New) Breakfast & Brunch"
"233","Butcher Bar",4,40.7643034,-73.9163643,"$$",1706,"Barbeque Burgers"
"234","The Modern",4.5,40.7610060884932,-73.9767725608521,"$$$$",888,"American (New)"
"235","Mermaid Oyster Bar",4,40.7287899,-74.00165,"$$",1009,"Seafood Live/Raw Food"
"236","Ruby's Cafe",4,40.7223,-73.99623,"$$",1003,"Burgers Coffee & Tea Breakfast & Brunch"
"237","BCD Tofu House",4,40.747503631444,-73.9862447208321,"$$",1739,"Korean"
"238","Minca",4,40.72412,-73.98288,"$$",1585,"Ramen"
"239","Jack's Wife Freda",4,40.72213,-73.99756,"$$",1658,"Breakfast & Brunch Mediterranean American (New)"
"240","Becco",3.5,40.76083,-73.98981,"$$$",2559,"Italian"
"241","Her Name Is Han",4,40.74626,-73.98473,"$$",941,"Korean Breakfast & Brunch Cocktail Bars"
"242","City Cakes",4.5,40.74206,-73.99999,"$$",544,"Desserts Bakeries Custom Cakes"
"243","Los Mariscos",4.5,40.74207,-74.00565,"$",431,"Seafood Tacos"
"244","Turntable Chicken Jazz",4,40.74828,-73.98649,"$$",1808,"Chicken Wings Korean"
"245","Verlaine",4,40.720079,-73.987785,"$$",1346,"Tapas/Small Plates Lounges Cocktail Bars"
"246","Cuba Restaurant and Rum Bar",4,40.729084,-73.998832,"$$",1425,"Cuban"
"247","Cafeteria",3.5,40.740567590122,-73.9980747946,"$$",3083,"American (New) Breakfast & Brunch Cocktail Bars"
"248","Xi'an Famous Foods",4,40.75585,-73.98078,"$",1430,"Chinese Burgers Noodles"
"249","The River Café",4,40.70318,-73.9946499,"$$$$",981,"American (New) Wine Bars Venues & Event Spaces"
"250","The Mermaid Inn",4,40.7269999,-73.98844,"$$",1238,"Seafood"
"251","Ba Xuyen",4.5,40.64528,-73.9997099,"$",603,"Vietnamese Sandwiches"
"252","Luke's Lobster Upper East Side",4,40.7747308470083,-73.9545491922026,"$$",1106,"Seafood"
"253","Ample Hills Creamery",4.5,40.678907,-73.987319,"$$",498,"Ice Cream & Frozen Yogurt"
"254","Ai Fiori",4,40.7500752,-73.9837835,"$$$$",1135,"Italian French Cocktail Bars"
"255","Locanda Verde",4,40.7198601300801,-74.010039072422,"$$$",1495,"Italian Delis Cocktail Bars"
"256","Faicco's Italian Specialties",4.5,40.73113,-74.00306,"$$",442,"Meat Shops Italian"
"257","Malatesta Trattoria",4,40.73285,-74.00847,"$$",1158,"Italian"
"258","L'industrie Pizzeria",5,40.71162,-73.95783,"$",372,"Pizza"
"259","Please Don't Tell",4,40.727098,-73.983763,"$$$",1657,"Lounges"
"260","Adrienne's Pizzabar",4,40.7043362,-74.0101733,"$$",1479,"Pizza Italian Beer Bar"
"261","Pisillo Italian Panini",4.5,40.71058,-74.007594,"$$",499,"Italian Sandwiches"
"262","Employees Only",4,40.73343,-74.00607,"$$$",1360,"American (New) Diners Cocktail Bars"
"263","Hatsuhana Sushi Restaurant",4,40.75703,-73.97692,"$$$",1136,"Japanese Sushi Bars"
"264","Chobani SoHo",4.5,40.7256895490098,-74.0010523796082,"$",616,"Coffee & Tea Sandwiches Cafes"
"265","Tasty Hand-Pulled Noodles",4,40.7142,-73.99787,"$",1453,"Chinese Noodles"
"266","Raclette",4,40.7289298,-73.980601,"$$",1034,"Sandwiches French"
"267","Claw Daddy's",4,40.722071,-73.98847,"$$",1240,"Cajun/Creole Seafood"
"268","Toloache 50",4,40.762325,-73.9855741,"$$$",1677,"Mexican"
"269","OBAO",4,40.7606544,-73.991332,"$$",1984,"Vietnamese Thai Asian Fusion"
"270","Candle 79",4,40.774627,-73.958697,"$$$",1244,"Vegetarian Vegan Gluten-Free"
"271","Blossom",4,40.745513,-74.002365,"$$$",947,"Vegetarian Vegan"
"272","Little Collins",4.5,40.759912,-73.96964,"$$",701,"Coffee & Tea Breakfast & Brunch Sandwiches"
"273","Ayza Wine & Chocolate Bar",4,40.7471774721074,-73.987011312828,"$$",1414,"Wine Bars Desserts Mediterranean"
"274","Pommes Frites",4.5,40.730022,-74.000152,"$",680,"Belgian Specialty Food Fast Food"
"275","Patzeria Perfect Pizza",4,40.7594653910395,-73.9867857052142,"$",1489,"Pizza Diners"
"276","Lure Fishbar - New York",4,40.724612166991,-73.998574708004,"$$$",1513,"Seafood Sushi Bars Bars"
"277","Beard Papa's",4.5,40.7822263,-73.9811905,"$",788,"Bakeries Desserts Coffee & Tea"
"278","Five Leaves",4,40.72371830945,-73.95159863632,"$$",1491,"American (New) Bars"
"279","Nai Tapas",4,40.72676,-73.98923,"$$",812,"Tapas Bars Spanish Breakfast & Brunch"
